MouseY,"cond[d,t]",Gender,Mouse,MouseX,Time,Trial,Age,ID
-0.4666666666666667,"[0.3, 0.6]",female,yes,0.026041666666666668,2.6898569999993924,1,23,987654321
-0.4666666666666667,"[0.3, 0.6]",female,yes,0.027083333333333334,2.7001192000006995,1,23,987654321
-0.4722222222222222,"[0.3, 0.6]",female,yes,0.028125,2.710402000000613,1,23,987654321
-0.47962962962962963,"[0.3, 0.6]",female,yes,0.030208333333333334,2.7206960000003164,1,23,987654321
-0.5,"[0.3, 0.6]",female,yes,0.0375,2.730951300000015,1,23,987654321
-0.5203703703703704,"[0.3, 0.6]",female,yes,0.041666666666666664,2.7412676000003557,1,23,987654321
-0.5407407407407407,"[0.3, 0.6]",female,yes,0.046875,2.7515177999994194,1,23,987654321
-0.5833333333333334,"[0.3, 0.6]",female,yes,0.05625,2.761717499999577,1,23,987654321
-0.6037037037037037,"[0.3, 0.6]",female,yes,0.059375,2.7719195000008767,1,23,987654321
-0.6259259259259259,"[0.3, 0.6]",female,yes,0.06458333333333334,2.7821242999998503,1,23,987654321
-0.6537037037037037,"[0.3, 0.6]",female,yes,0.065625,2.7923219000003883,1,23,987654321
-0.7055555555555556,"[0.3, 0.6]",female,yes,0.07083333333333333,2.8025496999998722,1,23,987654321
-0.7314814814814815,"[0.3, 0.6]",female,yes,0.07291666666666667,2.812839599999279,1,23,987654321
-0.7648148148148148,"[0.3, 0.6]",female,yes,0.07291666666666667,2.8231140000007144,1,23,987654321
